4, 412, 98, 3, 2;
1, 192, 74, 3, 2;
3, 261, 16, 3, 2;
3, 537, 34, 3, 2;
4, 432, 39, 3, 2;
2, 74, 84, 3, 2;
4, 193, 54, 3, 2;
3, 182, 64, 3, 2;
2, 52, 14, 3, 2;
2, 731, 55, 3, 2;
4, 991, 6, 3, 2;
4, 391, 65, 3, 2;
3, 369, 34, 3, 2;
1, 949, 23, 3, 2;
1, 609, 70, 3, 2;
4, 622, 63, 3, 2;
3, 523, 36, 3, 2;
4, 645, 37, 3, 2;
1, 63, 41, 3, 2;
2, 437, 22, 3, 2;
1, 998, 53, 3, 2;
2, 362, 81, 3, 2;
2, 59, 28, 3, 2;
1, 936, 83, 3, 2;
3, 693, 87, 3, 2;
2, 840, 46, 3, 2;
1, 910, 71, 3, 2;
2, 178, 81, 3, 2;
4, 975, 30, 3, 2;
1, 525, 41, 3, 2;
3, 90, 63, 3, 2;
4, 753, 44, 3, 2;
2, 382, 18, 3, 2;
4, 335, 82, 3, 2;
2, 459, 84, 3, 2;
1, 496, 14, 3, 2;
1, 442, 24, 3, 2;
4, 374, 31, 3, 2;
4, 230, 11, 3, 2;
1, 52, 74, 3, 2;
2, 349, 25, 3, 2;
3, 524, 44, 3, 2;
3, 219, 94, 3, 2;
4, 35, 74, 3, 2;
3, 290, 97, 3, 2;
4, 664, 11, 3, 2;
4, 117, 32, 3, 2;
3, 745, 92, 3, 2;
2, 61, 11, 3, 2;
4, 573, 89, 3, 2;
3, 859, 47, 3, 2;
1, 946, 33, 3, 2;
4, 867, 16, 3, 2;
1, 79, 89, 3, 2;
3, 154, 24, 3, 2;
1, 379, 54, 3, 2;
2, 612, 98, 3, 2;
3, 957, 29, 3, 2;
4, 992, 22, 3, 2;
2, 687, 17, 3, 2;
2, 520, 67, 3, 2;
1, 589, 59, 3, 2;
1, 724, 43, 3, 2;
2, 634, 58, 3, 2;
1, 694, 97, 3, 2;
3, 857, 11, 3, 2;
1, 604, 72, 3, 2;
2, 236, 50, 3, 2;
3, 103, 7, 3, 2;
2, 171, 21, 3, 2;
1, 216, 27, 3, 2;
2, 296, 23, 3, 2;
1, 394, 35, 3, 2;
1, 812, 89, 3, 2;
3, 80, 60, 3, 2;
4, 929, 70, 3, 2;
3, 543, 35, 3, 2;
2, 621, 12, 3, 2;
3, 410, 85, 3, 2;
3, 927, 42, 3, 2;
3, 73, 36, 3, 2;
3, 623, 21, 3, 2;
1, 370, 100, 3, 2;
1, 158, 30, 3, 2;
2, 671, 35, 3, 2;
3, 769, 35, 3, 2;
3, 527, 65, 3, 2;
4, 470, 56, 3, 2;
2, 931, 23, 3, 2;
4, 238, 92, 3, 2;
1, 421, 15, 3, 2;
2, 53, 22, 3, 2;
4, 554, 69, 3, 2;
3, 64, 73, 3, 2;
2, 945, 25, 3, 2;
4, 974, 5, 3, 2;
3, 53, 29, 3, 2;
3, 435, 86, 3, 2;
1, 317, 24, 3, 2;
1, 871, 46, 3, 2;
1, 820, 37, 3, 2;
3, 222, 100, 3, 2;
1, 912, 50, 3, 2;
1, 593, 3, 3, 2;
3, 853, 92, 3, 2;
1, 532, 44, 3, 2;
4, 763, 25, 3, 2;
2, 188, 66, 3, 2;
2, 646, 83, 3, 2;
3, 662, 23, 3, 2;
1, 736, 29, 3, 2;
2, 100, 62, 3, 2;
1, 597, 73, 3, 2;
1, 578, 46, 3, 2;
1, 472, 36, 3, 2;
4, 149, 41, 3, 2;
4, 354, 66, 3, 2;
1, 605, 38, 3, 2;
1, 449, 52, 3, 2;
3, 891, 97, 3, 2;
1, 237, 99, 3, 2;
3, 505, 20, 3, 2;
2, 540, 30, 3, 2;
2, 728, 8, 3, 2;
3, 540, 49, 3, 2;
4, 348, 93, 3, 2;
3, 182, 30, 3, 2;
3, 836, 83, 3, 2;
4, 178, 83, 3, 2;
2, 140, 14, 3, 2;
1, 287, 42, 3, 2;
3, 680, 42, 3, 2;
2, 489, 38, 3, 2;
4, 694, 38, 3, 2;
4, 808, 61, 3, 2;
3, 830, 100, 3, 2;
2, 766, 3, 3, 2;
4, 419, 18, 3, 2;
2, 715, 57, 3, 2;
4, 416, 56, 3, 2;
2, 572, 53, 3, 2;
4, 79, 67, 3, 2;
4, 612, 13, 3, 2;
2, 245, 100, 3, 2;
1, 708, 23, 3, 2;
2, 237, 50, 3, 2;
4, 698, 87, 3, 2;
1, 106, 59, 3, 2;
2, 481, 16, 3, 2;
2, 275, 63, 3, 2;
1, 227, 78, 3, 2;
1, 695, 79, 3, 2;
4, 604, 95, 3, 2;
3, 44, 52, 3, 2;
3, 609, 85, 3, 2;
3, 583, 82, 3, 2;
2, 371, 32, 3, 2;
4, 276, 23, 3, 2;
3, 993, 74, 3, 2;
1, 641, 13, 3, 2;
3, 538, 82, 3, 2;
4, 295, 8, 3, 2;
4, 800, 95, 3, 2;
3, 920, 87, 3, 2;
2, 735, 34, 3, 2;
3, 158, 26, 3, 2;
1, 495, 51, 3, 2;
2, 573, 33, 3, 2;
4, 302, 9, 3, 2;
4, 63, 59, 3, 2;
4, 50, 82, 3, 2;
4, 458, 39, 3, 2;
3, 665, 38, 3, 2;
1, 766, 19, 3, 2;
3, 801, 25, 3, 2;
2, 932, 14, 3, 2;
3, 173, 80, 3, 2;
2, 904, 40, 3, 2;
3, 451, 64, 3, 2;
2, 89, 96, 3, 2;
2, 74, 9, 3, 2;
4, 275, 13, 3, 2;
3, 367, 75, 3, 2;
3, 761, 50, 3, 2;
3, 566, 23, 3, 2;
3, 21, 30, 3, 2;
1, 481, 22, 3, 2;
2, 293, 72, 3, 2;
2, 307, 32, 3, 2;
2, 422, 72, 3, 2;
4, 604, 36, 3, 2;
1, 515, 10, 3, 2;
2, 254, 8, 3, 2;
3, 547, 57, 3, 2;
4, 55, 68, 3, 2;
2, 633, 69, 3, 2;
4, 280, 39, 3, 2;
2, 40, 51, 3, 2;
1, 78, 72, 3, 2;
4, 185, 95, 3, 2;
3, 4, 64, 3, 3;
4, 2, 98, 3, 3;
4, 5, 58, 3, 3;
3, 6, 13, 3, 3;
3, 5, 16, 3, 3;
1, 5, 46, 3, 3;
4, 7, 49, 3, 3;
4, 7, 54, 3, 3;
2, 5, 75, 3, 3;
4, 16, 92, 3, 3;
2, 4, 35, 3, 3;
1, 9, 64, 3, 3;
2, 17, 8, 3, 3;
3, 12, 34, 3, 3;
2, 3, 17, 3, 3;
4, 13, 4, 3, 3;
3, 14, 74, 3, 3;
3, 18, 18, 3, 3;
3, 10, 25, 3, 3;
2, 2, 53, 3, 3;
3, 9, 65, 3, 3;
1, 3, 79, 3, 3;
2, 4, 44, 3, 3;
1, 14, 54, 3, 3;
1, 12, 79, 3, 3;
4, 18, 70, 3, 3;
2, 19, 41, 3, 3;
4, 18, 45, 3, 3;
1, 11, 4, 3, 3;
3, 2, 11, 3, 3;
4, 8, 93, 3, 3;
1, 2, 72, 3, 3;
4, 14, 57, 3, 3;
1, 15, 37, 3, 3;
1, 17, 31, 3, 3;
4, 16, 79, 3, 3;
1, 11, 18, 3, 3;
1, 2, 43, 3, 3;
3, 2, 71, 3, 3;
3, 15, 87, 3, 3;
3, 15, 26, 3, 3;
3, 5, 94, 3, 3;
4, 19, 49, 3, 3;
1, 8, 38, 3, 3;
4, 7, 92, 3, 3;
2, 8, 99, 3, 3;
2, 19, 39, 3, 3;
3, 13, 87, 3, 3;
3, 13, 61, 3, 3;
3, 13, 67, 3, 3;
1, 17, 87, 3, 3;
1, 12, 7, 3, 3;
3, 18, 93, 3, 3;
1, 1, 40, 3, 3;
1, 8, 75, 3, 3;
4, 6, 43, 3, 3;
1, 13, 42, 3, 3;
2, 6, 30, 3, 3;
1, 13, 74, 3, 3;
3, 7, 12, 3, 3;
2, 18, 53, 3, 3;
1, 13, 69, 3, 3;
4, 15, 75, 3, 3;
1, 5, 74, 3, 3;
4, 7, 39, 3, 3;
2, 9, 63, 3, 3;
1, 15, 23, 3, 3;
1, 9, 88, 3, 3;
4, 18, 19, 3, 3;
4, 8, 42, 3, 3;
1, 5, 81, 3, 3;
3, 11, 6, 3, 3;
1, 7, 52, 3, 3;
3, 3, 62, 3, 3;
2, 19, 67, 3, 3;
3, 19, 31, 3, 3;
2, 18, 31, 3, 3;
4, 19, 71, 3, 3;
3, 12, 38, 3, 3;
3, 5, 57, 3, 3;
1, 4, 97, 3, 3;
2, 4, 78, 3, 3;
4, 2, 78, 3, 3;
1, 11, 96, 3, 3;
1, 1, 80, 3, 3;
2, 2, 53, 3, 3;
1, 10, 1, 3, 3;
3, 10, 28, 3, 3;
1, 15, 4, 3, 3;
4, 12, 95, 3, 3;
3, 7, 77, 3, 3;
1, 18, 39, 3, 3;
4, 1, 13, 3, 3;
1, 11, 93, 3, 3;
2, 7, 18, 3, 3;
1, 2, 42, 3, 3;
3, 14, 62, 3, 3;
1, 13, 28, 3, 3;
4, 7, 54, 3, 3;
2, 11, 80, 3, 3;
1, 12, 33, 3, 3;
3, 18, 58, 3, 3;
1, 19, 1, 3, 3;
4, 15, 76, 3, 3;
1, 4, 4, 3, 3;
4, 18, 11, 3, 3;
4, 11, 27, 3, 3;
4, 18, 94, 3, 3;
1, 3, 96, 3, 3;
1, 7, 20, 3, 3;
1, 6, 44, 3, 3;
1, 14, 55, 3, 3;
1, 3, 42, 3, 3;
1, 2, 27, 3, 3;
4, 1, 52, 3, 3;
1, 3, 8, 3, 3;
1, 13, 61, 3, 3;
2, 1, 72, 3, 3;
3, 17, 17, 3, 3;
4, 8, 30, 3, 3;
4, 5, 69, 3, 3;
3, 11, 27, 3, 3;
3, 14, 20, 3, 3;
4, 12, 96, 3, 3;
3, 17, 74, 3, 3;
4, 12, 9, 3, 3;
3, 14, 65, 3, 3;
3, 1, 34, 3, 3;
4, 5, 16, 3, 3;
1, 17, 18, 3, 3;
2, 6, 40, 3, 3;
3, 3, 98, 3, 3;
1, 10, 40, 3, 3;
4, 6, 12, 3, 3;
3, 19, 75, 3, 3;
2, 9, 2, 3, 3;
4, 5, 14, 3, 3;
2, 11, 14, 3, 3;
4, 5, 6, 3, 3;
4, 2, 28, 3, 3;
1, 1, 97, 3, 3;
1, 7, 98, 3, 3;
4, 15, 27, 3, 3;
2, 11, 60, 3, 3;
3, 12, 100, 3, 3;
2, 6, 64, 3, 3;
1, 10, 41, 3, 3;
2, 11, 98, 3, 3;
